Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Engine volume,Mileage_km,Cylinders,Doors,Wheel,Color,Airbags,turbo,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_Hydrogen,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator
862,481,HYUNDAI,Sonata,2017,Sedan,1,2.0,138459,4.0,4,Left wheel,Silver,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
5959,841,MITSUBISHI,Pajero Mini 2010 წლიანი,2010,Jeep,0,0.7,160000,4.0,2,Right-hand drive,Black,4,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1646,779,TOYOTA,Camry,2013,Sedan,1,2.5,0,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
15681,632,CHEVROLET,Impala,1973,Limousine,1,5.7,100000,8.0,4,Left wheel,Brown,0,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,1,3.5,170429,6.0,2,Left wheel,Silver,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
16308,632,KIA,Optima,2012,Sedan,0,2.4,120000,6.0,4,Left wheel,Silver,8,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
15681,586,TOYOTA,Prius,2012,Hatchback,0,1.8,115000,4.0,4,Left wheel,Green,9,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
35570,639,HYUNDAI,Santa FE,2014,Jeep,1,2.0,168637,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
16308,632,HONDA,FIT,2014,Hatchback,0,1.5,138000,4.0,4,Right-hand drive,Blue,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
15053,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,318677,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
8467,632,MINI,Cooper,2005,Coupe,1,1.6,156000,2.0,2,Left wheel,Purple,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
48610,632,LEXUS,IS 250,2014,Sedan,1,2.5,96000,6.0,4,Left wheel,Grey,16,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
22567,640,CHEVROLET,Malibu,2013,Sedan,1,2.0,201612,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
18503,730,HYUNDAI,Elantra,2016,Sedan,1,1.6,31006,4.0,4,Left wheel,White,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
18189,632,HYUNDAI,Sonata Hybrid,2013,Sedan,0,2.4,214400,4.0,4,Left wheel,Silver,12,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1700,632,VAZ,2106,1988,Sedan,0,1.6,0,2.0,4,Left wheel,Black,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
9095,632,MITSUBISHI,Airtrek,2003,Jeep,0,2.0,18000,4.0,4,Right-hand drive,White,4,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
15681,562,CHEVROLET,Cruze LT RS,2015,Sedan,1,1.4,138000,4.0,4,Left wheel,Blue,10,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
16308,632,MERCEDES-BENZ,E 320,2004,Sedan,1,3.2,210915,6.0,4,Left wheel,Silver,12,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
3136,1694,NISSAN,Frontier,2016,Sedan,1,4.0,105427,6.0,4,Left wheel,Blue,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
11917,632,HONDA,Civic,2007,Sedan,0,1.8,149000,4.0,4,Right-hand drive,Silver,12,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
21012,1017,FORD,Focus,2017,Hatchback,0,2.0,75200,4.0,4,Left wheel,Silver,8,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
20344,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,44608,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
23521,642,FORD,Fusion,2012,Sedan,1,2.0,102400,4.0,4,Left wheel,White,6,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
39201,1811,LEXUS,GX 460,2010,Jeep,1,4.6,155821,8.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3450,1624,MERCEDES-BENZ,E 350,2009,Sedan,1,3.5,109139,6.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
9879,1018,MERCEDES-BENZ,E 350,2011,Sedan,1,3.0,273186,6.0,4,Left wheel,White,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
23521,584,MERCEDES-BENZ,C 250,2014,Sedan,1,1.8,64270,4.0,4,Left wheel,Grey,0,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
18817,781,TOYOTA,Camry,2012,Sedan,0,2.5,83200,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
941,746,TOYOTA,Prius,2009,Sedan,1,1.5,433658,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
109764,1575,TOYOTA,Land Cruiser Prado,2018,Jeep,0,3.0,27000,6.0,4,Left wheel,White,6,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False
31361,632,TOYOTA,Prius,2017,Sedan,0,1.8,80000,4.0,4,Left wheel,Grey,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
25719,765,CHEVROLET,Malibu,2015,Sedan,1,2.0,108027,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
7840,632,DAIHATSU,Terios,2001,Jeep,0,1.3,145000,4.0,4,Right-hand drive,Green,2,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False
5488,394,TOYOTA,Camry,2014,Sedan,1,2.5,109798,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
17249,642,HYUNDAI,Sonata,2012,Sedan,1,2.0,110000,4.0,4,Left wheel,Black,12,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
11290,632,MITSUBISHI,Pajero,1995,Jeep,0,2.8,151000,4.0,2,Left wheel,White,2,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False
10820,1202,OPEL,Zafira,2006,Minivan,0,1.6,170000,4.0,4,Left wheel,Red,6,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False
37301,595,TOYOTA,Aqua,2015,Hatchback,1,1.5,16033,4.0,4,Left wheel,Blue,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
5237,1708,SSANGYONG,REXTON,2007,Jeep,1,2.7,75813,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1150,632,VAZ,2111,1980,Sedan,0,1.1,0,4.0,4,Left wheel,White,0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
17876,632,BMW,528,2009,Sedan,1,3.0,255478,6.0,4,Left wheel,Black,10,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
38229,1091,HYUNDAI,H1,2016,Minivan,1,2.5,92078,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
5331,831,FORD,Fiesta,2017,Hatchback,1,1.6,61803,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
38574,934,HYUNDAI,H1,2015,Universal,1,2.5,132320,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
50018,1017,HYUNDAI,Sonata,2017,Sedan,1,2.0,54930,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
15500,585,TOYOTA,Prius V,2013,Universal,0,1.8,303538,4.0,4,Left wheel,Sky blue,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
23129,779,HYUNDAI,H1,2013,Universal,1,2.5,197441,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4077,1369,BMW,316 1995,1995,Sedan,0,1.6,0,4.0,4,Left wheel,Red,4,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
14113,632,BMW,X5,2001,Jeep,1,4.4,115000,8.0,4,Left wheel,Silver,5,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
17300,632,TOYOTA,Prius,2010,Hatchback,1,1.8,159665,4.0,4,Left wheel,Black,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
38888,632,AUDI,A6 C7,2012,Sedan,1,3.0,154000,6.0,4,Left wheel,Beige,8,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
44533,632,FORD,Mustang,2015,Coupe,1,2.3,48000,4.0,2,Left wheel,Silver,8,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False
19757,632,TOYOTA,Camry,2011,Sedan,1,2.4,115739,4.0,4,Left wheel,White,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
31047,919,BMW,X5,2012,Jeep,1,3.0,70994,6.0,4,Left wheel,Black,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
9095,632,MITSUBISHI,Pajero IO,2000,Jeep,0,2.0,170000,4.0,4,Right-hand drive,White,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
37000,770,HYUNDAI,Tucson,2016,Jeep,1,1.7,51053,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
19444,1091,TOYOTA,Camry,2016,Sedan,1,2.5,61000,4.0,4,Left wheel,Black,6,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
8674,363,CHEVROLET,Spark,2014,Hatchback,1,1.0,198000,4.0,4,Left wheel,Black,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
44542,1249,HYUNDAI,H1,2017,Universal,1,2.5,100856,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
20855,890,KIA,Optima,2016,Sedan,1,2.0,31102,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
16935,1017,HYUNDAI,Sonata,2017,Sedan,1,2.0,227911,4.0,4,Left wheel,White,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
9565,790,HYUNDAI,I30,2009,Hatchback,1,1.6,56577,4.0,4,Left wheel,Red,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
18189,586,TOYOTA,Prius ჰიბრიდი,2012,Hatchback,0,1.8,97000,4.0,4,Left wheel,Carnelian red,12,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
9396,308,TOYOTA,Aqua,2015,Hatchback,1,1.5,160841,4.0,4,Left wheel,White,4,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
16308,632,TOYOTA,Prius,2010,Hatchback,1,1.8,130000,4.0,4,Left wheel,White,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
627,1058,MERCEDES-BENZ,E 350,2012,Sedan,1,3.5,318285,6.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
37633,632,BMW,X5,2011,Jeep,1,3.0,223000,6.0,4,Left wheel,Grey,12,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
10192,632,OPEL,Astra A.H,2005,Goods wagon,0,1.7,290000,4.0,4,Left wheel,Grey,6,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
12544,632,VAZ,2121 (Niva),2005,Jeep,1,1.7,150000,4.0,2,Left wheel,White,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False
32340,642,HYUNDAI,Santa FE,2012,Jeep,1,2.0,138013,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
549,1750,TOYOTA,Highlander,2008,Jeep,1,3.3,269013,6.0,4,Left wheel,Black,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
17562,632,TOYOTA,Prius,2010,Hatchback,1,1.8,136000,4.0,4,Left wheel,Red,8,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True
12231,632,TOYOTA,Prius,2007,Sedan,0,1.5,156000,4.0,4,Left wheel,Silver,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
14000,637,SUZUKI,HUSTLER,2014,Hatchback,0,0.7,160000,3.0,4,Right-hand drive,Carnelian red,2,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
16621,632,TOYOTA,Prius C,2012,Universal,0,1.5,104643,4.0,4,Left wheel,Grey,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
24283,1051,CHEVROLET,Malibu,2016,Sedan,1,2.4,155763,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
22000,640,BMW,528,2013,Sedan,1,2.0,110909,4.0,4,Left wheel,White,12,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False
28909,831,HYUNDAI,Elantra,2017,Sedan,1,1.6,37029,4.0,4,Left wheel,Grey,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
34811,690,LEXUS,RX 450,2016,Jeep,1,3.5,0,6.0,4,Left wheel,Grey,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
40769,632,LEXUS,ES 300,2013,Sedan,1,2.5,8700,12.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
7840,632,VOLKSWAGEN,Golf,2004,Hatchback,0,1.6,106000,4.0,4,Right-hand drive,Silver,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3450,831,HYUNDAI,Sonata,2011,Sedan,1,2.4,224349,4.0,4,Left wheel,Grey,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
9879,1058,TOYOTA,Highlander,2012,Jeep,1,3.5,157211,6.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1960,777,TOYOTA,Camry,2014,Sedan,1,2.5,0,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
36219,639,HYUNDAI,Tucson,2014,Jeep,1,2.0,102000,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
97219,632,LEXUS,GX 460,2015,Jeep,1,4.6,57000,8.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
26510,640,HYUNDAI,Santa FE,2013,Jeep,1,2.0,42582,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
46728,1811,LEXUS,GX 460,2010,Jeep,1,4.6,260771,8.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
16904,769,HYUNDAI,Santa FE,2011,Jeep,1,2.2,208726,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
15681,640,FORD,C-MAX,2013,Hatchback,1,2.0,150000,4.0,4,Left wheel,Black,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
65996,1079,HYUNDAI,Santa FE,2018,Jeep,1,2.0,28000,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
9408,632,MERCEDES-BENZ,S 600,2000,Sedan,1,5.8,112000,12.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
549,1723,HYUNDAI,Santa FE,2018,Sedan,1,3.3,66517,6.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
20814,730,HYUNDAI,Elantra,2016,Sedan,1,1.6,83814,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
39722,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,64512,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
36065,1104,HYUNDAI,Grandeur,2015,Sedan,1,3.0,36000,6.0,4,Left wheel,Black,12,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1176,1736,BMW,X6,2010,Jeep,1,4.4,0,8.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
13172,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,475406,4.0,4,Left wheel,Orange,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
8781,789,CHEVROLET,Cruze,2009,Sedan,1,1.6,75367,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
13172,632,TOYOTA,Prius,2008,Sedan,0,1.4,210000,4.0,4,Left wheel,Golden,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
12231,1266,HONDA,FIT,2014,Hatchback,0,1.5,70000,4.0,4,Right-hand drive,Silver,2,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
17000,562,CHEVROLET,Cruze,2015,Sedan,1,1.4,89000,4.0,4,Left wheel,Black,10,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
15367,632,HONDA,Step Wagon RG2 SPADA,2009,Minivan,0,2.0,160000,4.0,4,Right-hand drive,Black,2,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
11563,645,CHEVROLET,Cruze,2011,Sedan,1,1.8,171960,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
24500,919,BMW,X5,2012,Jeep,1,3.0,1000,6.0,4,Left wheel,White,12,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False
9408,632,SUBARU,Legacy b4,2003,Sedan,1,2.0,16000,4.0,4,Right-hand drive,White,4,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
862,394,TOYOTA,Camry,2014,Sedan,1,2.5,130478,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
3136,781,TOYOTA,Camry,2012,Sedan,1,2.5,159379,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
6272,632,BMW,745,2001,Sedan,1,3.6,218000,8.0,4,Left wheel,Silver,10,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
12231,632,TOYOTA,Prius,2007,Hatchback,0,1.5,297600,4.0,4,Left wheel,White,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
627,1624,TOYOTA,Highlander,2009,Sedan,1,3.5,297378,6.0,4,Left wheel,Black,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
15681,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,236272,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
31361,632,FORD,Transit,2008,Microbus,0,2.4,137500,4.0,4,Left wheel,White,0,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False
4968,419,NISSAN,March,2013,Hatchback,1,1.2,96240,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
12000,632,MITSUBISHI,Pajero IO,2003,Jeep,0,1.8,168198,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
87811,632,BMW,750,2013,Sedan,1,4.4,92000,8.0,4,Left wheel,White,12,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False
15681,632,BMW,X5,2002,Jeep,1,3.0,292000,8.0,4,Left wheel,Silver,10,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
8154,632,TOYOTA,Noah,2003,Minivan,0,2.0,233000,4.0,4,Right-hand drive,Silver,2,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
43905,1249,TOYOTA,RAV 4,2017,Jeep,0,2.5,63000,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
13300,632,FORD,Taurus,2014,Sedan,1,3.7,290000,6.0,4,Left wheel,Silver,6,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
11563,836,HYUNDAI,Tucson,2010,Jeep,1,2.0,114000,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,1,3.5,170429,6.0,2,Left wheel,Silver,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
10349,5681,MITSUBISHI,Pajero,1996,Jeep,0,2.4,169800,4.0,2,Right-hand drive,Red,2,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
17249,259,VOLKSWAGEN,Jetta Hybrid,2014,Sedan,1,1.4,92473,4.0,4,Left wheel,Black,12,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1646,1249,TOYOTA,Camry,2017,Sedan,1,2.5,154562,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1803,574,HONDA,Insight,2010,Hatchback,1,1.3,187312,4.0,4,Left wheel,Blue,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
8148,1236,HONDA,FIT NAVI PREMIUM,2011,Hatchback,0,1.3,99000,4.0,4,Right-hand drive,Silver,4,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
25512,836,HYUNDAI,Tucson,2010,Jeep,1,2.0,118514,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
16621,862,VOLKSWAGEN,Passat,2011,Sedan,1,2.5,107000,5.0,4,Left wheel,White,8,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
40456,397,TOYOTA,Prius,2016,Sedan,1,1.8,30000,4.0,4,Left wheel,Grey,10,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
10036,5603,HYUNDAI,Sonata,2014,Sedan,1,20.0,333686,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
32929,632,LEXUS,RX 400,2008,Jeep,1,3.3,132800,6.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
12231,640,FORD,Focus,2013,Hatchback,0,2.0,154000,4.0,4,Left wheel,Black,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
18503,730,HYUNDAI,Elantra,2016,Sedan,1,1.6,30312,4.0,4,Left wheel,Grey,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
14583,831,HYUNDAI,Accent SE,2017,Hatchback,0,1.6,43488,4.0,4,Left wheel,Black,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
10036,632,HONDA,Cr-v,2002,Jeep,0,2.4,194500,4.0,4,Left wheel,Blue,6,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
12231,612,CHEVROLET,Cruze,2010,Sedan,1,1.4,119000,6.0,4,Left wheel,White,16,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
23521,586,MERCEDES-BENZ,C 250,2012,Sedan,1,1.8,47000,4.0,4,Left wheel,White,0,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
22580,353,TOYOTA,Prius,2015,Sedan,0,1.8,92430,4.0,4,Left wheel,White,10,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
44878,1017,HYUNDAI,Tucson,2017,Jeep,1,2.0,63478,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
8154,632,TOYOTA,Vitz,2005,Hatchback,0,1.0,200000,4.0,4,Right-hand drive,Silver,4,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True
17249,562,CHEVROLET,Cruze,2015,Sedan,1,1.4,72126,4.0,4,Left wheel,Brown,8,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
62023,971,MERCEDES-BENZ,E 220,2016,Sedan,1,2.2,121400,4.0,4,Left wheel,Black,12,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1254,632,TOYOTA,Prius,2012,Hatchback,0,1.8,100000,4.0,4,Left wheel,White,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
3763,891,LEXUS,IS 200,2016,Sedan,1,2.0,58328,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
18817,632,TOYOTA,Prius,2011,Sedan,0,1.8,167394,4.0,4,Left wheel,Grey,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
20005,531,HYUNDAI,Elantra,2012,Sedan,1,1.6,107179,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
7840,632,DAIHATSU,Terios,2002,Jeep,0,1.3,10000,4.0,4,Left wheel,Green,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False
31204,1079,MITSUBISHI,Outlander sport,2018,Jeep,1,2.0,36534,5.0,4,Left wheel,Red,12,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
38063,891,HYUNDAI,Santa FE,2016,Jeep,1,2.0,147786,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
8154,632,MERCEDES-BENZ,E 270,2000,Sedan,1,2.7,290000,5.0,4,Left wheel,Blue,12,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False
20266,707,SSANGYONG,REXTON,2011,Jeep,1,2.0,256175,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
7527,632,OPEL,Meriva,2003,Hatchback,0,1.7,319000,4.0,4,Left wheel,Black,0,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
23207,632,FORD,C-MAX,2014,Hatchback,1,2.0,65000,4.0,4,Left wheel,Red,8,0,False,False,False,False,False,False,True,False,True,False,True,False,False,False
50651,1091,CHEVROLET,Impala,2016,Sedan,1,2.5,66522,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
10036,777,TOYOTA,Camry,2014,Sedan,1,2.5,267398,4.0,4,Left wheel,White,10,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
10349,988,TOYOTA,Prius,2007,Hatchback,0,1.5,0,4.0,4,Left wheel,Green,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
36065,915,MASERATI,Ghibli,2014,Sedan,1,3.0,40000,6.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
15323,531,HYUNDAI,Elantra,2012,Sedan,1,1.6,172253,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
8467,639,HYUNDAI,Sonata,2014,Sedan,1,2.0,698359,4.0,4,Left wheel,Orange,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
24000,2265,TOYOTA,CHR,2019,Jeep,1,1.5,6000,4.0,4,Right-hand drive,White,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
16452,836,HYUNDAI,Genesis,2010,Coupe,1,2.0,106526,4.0,4,Left wheel,Red,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
9408,632,OPEL,Astra,1998,Sedan,1,1.6,175000,4.0,4,Left wheel,Blue,4,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
10663,632,TOYOTA,Prius,2008,Hatchback,1,1.5,207000,4.0,4,Left wheel,Silver,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
10036,843,RENAULT,Scenic,2008,Minivan,0,1.5,173000,4.0,4,Left wheel,Blue,12,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
25004,528,HYUNDAI,Elantra,2014,Sedan,1,1.6,52569,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
9095,632,NISSAN,X-Terra,2003,Jeep,0,3.3,200000,6.0,4,Left wheel,Silver,10,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False
